,xd,article_id,response,qid
5012,Jun-26,4234,0,17653321
5013,Mar-27,4434,0,17653321
5014,Jun-26,8218,0,17653321
5015,Sep-26,4126,0,17653321
5016,Sep-26,5326,0,17653321
5017,Jul-24,6200,0,17653321
5018,Mar-27,2923,0,17653321
5019,Feb-27,5259,0,17653321
5020,Apr-25,4234,0,17653321
5021,Jan-30,4275,0,17653321
5022,Apr-25,5172,0,17653321
5023,Jun-26,8952,0,17653321
5024,Aug-28,9893,0,17653321
5025,Oct-30,2601,0,17653321
5026,Mar-27,3755,0,17653321
5027,Jan-30,5473,0,17653321
5028,Mar-27,8952,1,17653321
5029,Mar-27,8809,0,17653321
5030,Jan-30,4458,1,17653321
5031,Mar-27,5919,0,17653321
5032,Oct-30,7453,0,17653321
5033,Jul-24,4909,0,17653321
5034,May-30,5239,1,17653321
5035,Sep-26,2601,0,17653321
5036,Jul-24,4234,0,17653321
5037,Jul-24,8952,0,17653321
5038,Jun-26,4326,1,17653321
5039,Oct-30,8987,0,17653321
5040,Apr-25,8952,1,17653321
5041,Jun-26,5742,0,17653321
5042,Jul-24,6379,0,17653321
5043,Oct-30,9893,0,17653321
5044,Feb-27,2923,0,17695510
5045,Jul-24,8921,0,17695510
5046,Jul-24,5742,0,17695510
5047,Jun-26,4326,1,17695510
5048,Aug-28,4380,0,17695510
5049,Oct-30,3792,0,17695510
5050,Oct-30,8987,0,17695510
5051,Mar-27,3755,0,17695510
5052,Oct-30,9893,0,17695510
5053,Sep-26,4308,0,17695510
5054,Mar-27,2923,0,17695510
5055,Aug-28,8987,0,17695510
5056,Sep-26,4807,0,17695510
5057,Jun-26,8952,0,17695510
5058,Jan-30,2105,0,17695510
5059,Jan-30,9953,0,17695510
5060,Apr-25,8952,0,17695510
5061,Jul-24,4909,0,17695510
5062,Aug-28,6379,0,17695510
5063,Jun-26,4909,1,17695510
5064,Apr-25,5172,0,17695510
5065,Sep-26,2601,0,17695510
5066,Jun-26,5430,0,17695510
5067,Feb-27,2247,0,17695510
5068,May-30,4909,1,17695510
5069,Apr-25,2229,1,17695510
5070,Apr-25,5357,0,17695510
5071,Sep-26,1561,0,17695510
5072,May-30,6200,0,17695510
5073,Jan-30,9897,0,17695510
5074,Apr-25,8485,0,17695510
5075,Feb-27,5259,1,17695510
5076,Jan-30,5788,0,17695510
5077,Feb-27,8407,0,17695510
5078,Sep-26,4126,0,17695510
5079,Oct-30,7453,0,17695510
5080,Sep-26,8987,0,17695510
5081,Aug-28,9893,0,17695510
5082,Jun-26,6200,0,17695510
5083,Feb-27,7387,0,17695510
5084,Jan-30,9469,0,17695510
5085,May-30,1320,0,17695510
5086,Jul-24,8952,0,17695510
5087,Sep-26,9893,0,17695510
5088,Apr-25,1073,1,17695510
5089,Oct-30,2272,0,17695510
5090,Jan-30,5473,0,17695510
5091,Aug-28,9492,0,17695510
5092,Mar-27,3755,0,17695510
5093,Oct-30,2601,0,17695510
5094,Jul-24,4380,0,17695510
5095,Aug-28,5925,0,17695510
5096,Aug-28,1561,0,17695510
5097,Aug-28,8921,0,17695510
5098,Jul-24,9800,0,17695510
5099,Aug-28,8952,0,18557857
5100,May-30,8410,0,18557857
5101,Jun-26,8952,0,18557857
5102,Jun-26,4245,0,18557857
5103,Apr-25,8410,0,18557857
5104,Feb-27,6184,0,18557857
5105,Feb-27,7387,0,18557857
5106,Jan-30,7197,0,18557857
5107,Sep-26,9893,0,18557857
5108,Feb-27,9237,0,18557857
5109,Jul-24,5742,0,18557857
5110,Mar-27,2631,0,18557857
5111,Apr-25,8952,0,18557857
5112,Aug-28,9492,0,18557857
5113,Jul-24,4909,0,18557857
5114,Mar-27,4434,1,18557857
5115,Jul-24,6379,1,18557857
5116,Apr-25,5172,0,18557857
5117,Jun-26,4234,0,18557857
5118,Oct-30,8952,0,18557857
5119,Feb-27,8407,1,18557857
5120,Jun-26,4150,0,18557857
5121,May-30,8952,0,18557857
5122,Mar-27,8952,0,18557857
5123,Apr-25,4234,0,18557857
5124,May-30,5239,0,18557857
5125,Jul-24,8921,0,18557857
5126,Mar-27,3755,0,18557857
5127,Sep-26,5326,0,18557857
5128,Aug-28,8987,0,18557857
5129,Feb-27,5843,1,18557857
5130,Apr-25,4362,0,18557857
5131,Mar-27,8962,0,18557857
5132,Sep-26,1561,0,18557857
5133,May-30,4234,0,18557857
5134,Aug-28,8921,0,18557857
5135,Apr-25,5357,0,18557857
5136,Jul-24,8952,0,18557857
5137,Sep-26,8952,0,18557857
5138,Jun-26,4326,0,18557857
5139,Mar-27,2852,0,18557857
5140,Jun-26,5742,1,18557857
5141,Oct-30,4234,0,18557857
5142,Jun-26,5430,0,18557857
5143,May-30,1320,0,18557857
5144,Jun-26,4909,0,18557857
5145,Oct-30,2050,1,18557857
5146,Mar-27,2923,0,18557857
5147,Sep-26,2601,0,18557857
5148,Sep-26,4807,1,18557857
5149,Jul-24,6200,0,18557857
5150,Jul-24,8218,0,18557857
5151,Oct-30,7453,0,18557857
5152,Oct-30,3792,1,18557857
5153,Sep-26,4308,1,18557857
5154,Mar-27,8952,0,18764487
5155,Jan-30,5473,0,18764487
5156,Jan-30,5788,0,18764487
5157,Oct-30,3792,0,18764487
5158,Mar-27,3755,0,18764487
5159,Feb-27,6184,1,18764487
5160,Aug-28,9492,0,18764487
5161,Sep-26,1561,0,18764487
5162,Apr-25,8410,1,18764487
5163,Mar-27,2923,0,18764487
5164,Mar-27,8809,1,18764487
5165,Apr-25,1073,0,18764487
5166,Oct-30,9893,0,18764487
5167,Apr-25,4362,0,18764487
5168,Aug-28,4234,0,18764487
5169,Apr-25,1226,0,18764487
5170,Feb-27,7387,1,18764487
5171,Feb-27,8407,0,18764487
5172,Jan-30,9897,0,18764487
5173,Jul-24,6200,0,18764487
5174,Jul-24,8218,1,18764487
5175,Jun-26,6200,0,18764487
5176,Sep-26,4308,0,18764487
5177,Jul-24,8921,0,18764487
5178,Jun-26,4245,0,18764487
5179,Oct-30,8952,0,18764487
5180,Jul-24,4380,0,18764487
5181,Oct-30,2601,0,18764487
5182,Mar-27,2852,1,18764487
5183,Oct-30,2050,0,18764487
5184,Jul-24,4234,0,18764487
5185,Oct-30,2272,0,18764487
5186,Apr-25,5357,0,18764487
5187,Jun-26,4909,1,18764487
5188,Feb-27,9237,0,18764487
5189,May-30,5239,0,18764487
5190,Feb-27,5951,0,18764487
5191,Apr-25,4234,0,18764487
5192,Jun-26,5430,0,18764487
5193,Jan-30,4458,0,18764487
5194,Oct-30,7453,0,18764487
5195,Feb-27,7697,0,18764487
5196,Mar-27,2631,0,18764487
5197,May-30,1320,0,18764487
5198,Sep-26,4126,0,18764487
5199,Aug-28,9893,0,18764487
5200,Jul-24,6379,1,18764487
5201,Sep-26,8952,0,18764487
5202,Feb-27,5259,1,18764487
5203,Jul-24,5742,0,18764487
5204,Jan-30,9953,0,18764487
5205,Jan-30,7197,0,18764487
5206,Apr-25,8952,0,18764487
5207,Jan-30,2105,0,18764487
5208,Jul-24,4909,1,18764487
5209,Feb-27,2247,0,18764487
5210,Jul-24,8952,0,18764487
5211,Sep-26,4234,0,18764487
5212,Apr-25,2229,0,19150580
5213,Aug-28,8987,1,19150580
5214,Apr-25,8952,0,19150580
5215,Mar-27,2923,0,19150580
5216,Jun-26,6200,0,19150580
5217,Apr-25,4234,0,19150580
5218,Jul-24,8921,0,19150580
5219,Sep-26,8987,0,19150580
5220,Jun-26,5742,0,19150580
5221,Sep-26,8952,1,19150580
5222,Mar-27,4434,0,19150580
5223,Jul-24,9800,0,19150580
5224,Apr-25,5172,0,19150580
5225,Oct-30,2272,1,19150580
5226,Mar-27,3755,0,19150580
5227,Aug-28,4380,0,19150580
5228,Feb-27,5259,0,19150580
5229,Jun-26,4234,0,19150580
5230,Sep-26,4126,0,19150580
5231,Jan-30,5473,0,19150580
5232,Jan-30,9953,0,19150580
5233,Feb-27,7697,0,19150580
5234,Jul-24,8952,0,19150580
5235,Mar-27,8962,1,19150580
5236,May-30,8410,0,19150580
5237,May-30,5742,0,19150580
5238,Feb-27,2247,0,19150580
5239,Aug-28,8952,0,19150580
5240,Feb-27,5951,0,19150580
5241,Mar-27,8952,0,19150580
5242,Apr-25,4362,0,19150580
5243,Jan-30,9897,1,19150580
5244,Jul-24,8218,0,19150580
5245,Feb-27,2923,0,19150580
5246,Feb-27,8407,1,19150580
5247,Jun-26,8952,0,19150580
5248,Apr-25,8410,0,19150580
5249,Aug-28,5925,0,19150580
5250,May-30,6200,0,19150580
5251,Sep-26,4234,0,19150580
5252,Feb-27,9237,0,19150580
5253,Sep-26,5326,0,19150580
5254,Sep-26,1561,0,19150580
5255,Jun-26,5430,0,19150580
5256,Jan-30,7197,0,19150580
5257,Jul-24,6379,1,19150580
5258,Jan-30,1226,0,19150580
5259,Aug-28,8921,0,19150580
5260,Aug-28,9492,0,19150580
5261,Aug-28,1561,0,19150580
5262,Jan-30,4275,0,19150580
5263,Mar-27,5919,0,19150580
5264,May-30,5239,0,19150580
5265,Oct-30,9893,0,19150580
5266,Jul-24,4909,0,19150580
5267,Feb-27,7387,0,19150580
5268,Jan-30,4458,0,19150580
5269,Feb-27,6184,0,19150580
5270,Oct-30,9922,0,19150580
5271,Jun-26,8218,0,19150580
5272,Jun-26,4326,0,19150580
5273,Jan-30,9469,0,19150580
5274,Apr-25,8485,0,19150580
5275,May-30,8952,0,19150580
5276,Jun-26,4150,0,19220501
5277,Jan-30,9469,0,19220501
5278,Aug-28,8921,0,19220501
5279,Mar-27,3755,0,19220501
5280,Jan-30,4458,0,19220501
5281,Feb-27,2923,0,19220501
5282,Jul-24,8921,0,19220501
5283,Oct-30,9893,0,19220501
5284,Sep-26,5326,0,19220501
5285,Mar-27,2852,0,19220501
5286,Jun-26,4909,0,19220501
5287,Apr-25,4362,1,19220501
5288,Jul-24,4909,0,19220501
5289,Sep-26,1561,0,19220501
5290,Feb-27,2247,0,19220501
5291,Sep-26,4126,0,19220501
5292,May-30,3246,0,19220501
5293,Jan-30,5473,0,19220501
5294,Aug-28,6379,0,19220501
5295,Mar-27,4434,0,19220501
5296,Feb-27,5843,0,19220501
5297,Apr-25,5172,1,19220501
5298,May-30,4234,0,19220501
5299,Sep-26,4308,0,19220501
5300,Jan-30,1226,0,19220501
5301,Sep-26,4234,0,19220501
5302,Oct-30,2272,0,19220501
5303,Feb-27,5259,0,19220501
5304,Jun-26,4326,0,19220501
5305,Apr-25,1226,0,19220501
5306,May-30,5239,0,19220501
5307,Jun-26,5430,0,19220501
5308,Feb-27,8407,0,19220501
5309,Aug-28,9492,0,19220501
5310,Oct-30,3792,0,19220501
5311,Apr-25,8485,1,19220501
5312,Apr-25,1073,1,19220501
5313,Aug-28,8987,0,19220501
5314,Mar-27,8952,0,19220501
5315,Apr-25,4234,0,19220501
5316,Oct-30,9922,0,19220501
5317,Feb-27,5951,0,19220501
5318,Mar-27,8809,0,19220501
5319,Aug-28,8952,0,19220501
5320,Jun-26,8952,0,19220501
5321,Sep-26,8952,0,19220501
5322,May-30,6200,0,19220501
5323,Mar-27,2923,0,19220501
5324,Feb-27,7387,0,19220501
5325,Sep-26,8987,0,19220501
5326,Jun-26,4234,0,19220501
5327,May-30,8952,0,19220501
5328,Jan-30,9953,0,19220501
5329,Jun-26,4245,0,19220501
5330,Aug-28,9893,0,19220501
5331,Jan-30,7197,0,19220501
5332,May-30,1320,0,19264012
5333,Aug-28,9492,0,19264012
5334,Aug-28,8987,0,19264012
5335,Jun-26,4326,0,19264012
5336,May-30,4909,0,19264012
5337,Oct-30,4234,0,19264012
5338,Sep-26,4234,0,19264012
5339,Oct-30,8952,1,19264012
5340,Jan-30,4458,0,19264012
5341,Sep-26,4126,0,19264012
5342,Apr-25,4234,0,19264012
5343,Feb-27,6184,1,19264012
5344,Jul-24,5742,0,19264012
5345,Aug-28,5925,0,19264012
5346,Jan-30,2105,0,19264012
5347,Jan-30,1226,1,19264012
5348,Jun-26,4245,0,19264012
5349,Aug-28,1561,0,19264012
5350,Oct-30,7453,0,19264012
5351,Feb-27,8407,0,19264012
5352,Jun-26,5430,0,19264012
5353,Sep-26,5326,0,19264012
5354,Jun-26,6200,0,19264012
5355,May-30,3246,0,19264012
5356,Mar-27,3755,0,19264012
5357,Aug-28,4380,0,19264012
5358,May-30,8410,0,19264012
5359,Jul-24,4234,0,19264012
5360,Jan-30,9897,0,19264012
5361,Jan-30,5788,0,19264012
5362,Mar-27,2852,1,19264012
5363,Aug-28,4234,1,19264012
5364,Oct-30,8987,0,19264012
5365,Apr-25,5172,0,19264012
5366,Jan-30,5473,0,19264012
5367,Oct-30,9893,1,19264012
5368,Feb-27,2247,0,19264012
5369,Jan-30,9953,0,19264012
5370,Apr-25,8410,0,19264012
5371,Mar-27,2631,0,19264012
5372,Aug-28,6379,0,19264012
5373,Mar-27,5919,0,19264012
5374,Apr-25,4362,1,19264012
5375,Mar-27,8952,0,19264012
5376,Feb-27,7387,1,19264012
5377,Feb-27,9237,0,19264012
5378,Sep-26,9893,0,19264012
5379,Sep-26,4308,0,19264012
5380,Apr-25,1226,0,19264012
5381,Jul-24,6200,0,19264012
5382,Oct-30,2272,0,19264012
5383,Apr-25,1073,0,19264012
5384,Jan-30,7197,1,19264012
5385,Jul-24,8921,0,19264012
5386,Aug-28,8921,0,19264012
5387,Jul-24,8952,0,19264012
5388,May-30,8952,0,19264012
5389,May-30,8952,0,19315048
5390,Apr-25,8485,1,19315048
5391,Sep-26,2601,0,19315048
5392,Jun-26,4326,0,19315048
5393,Mar-27,8809,0,19315048
5394,Jun-26,8952,0,19315048
5395,Jan-30,5473,0,19315048
5396,Sep-26,1561,0,19315048
5397,Apr-25,5172,1,19315048
5398,May-30,4234,0,19315048
5399,Oct-30,9893,0,19315048
5400,Apr-25,5357,0,19315048
5401,Oct-30,8987,0,19315048
5402,Mar-27,2631,0,19315048
5403,May-30,9893,0,19315048
5404,Jul-24,9800,0,19315048
5405,Mar-27,8952,0,19315048
5406,Sep-26,4234,0,19315048
5407,Sep-26,8987,0,19315048
5408,Oct-30,7453,0,19315048
5409,Aug-28,6379,0,19315048
5410,Aug-28,9893,0,19315048
5411,Feb-27,9237,0,19315048
5412,Apr-25,8410,1,19315048
5413,Jun-26,5430,0,19315048
5414,May-30,1320,0,19315048
5415,Jul-24,6200,0,19315048
5416,Jul-24,6379,1,19315048
5417,Jul-24,4909,0,19315048
5418,Sep-26,4308,1,19315048
5419,May-30,5742,0,19315048
5420,Feb-27,7697,0,19315048
5421,Mar-27,5919,0,19315048
5422,Aug-28,8987,0,19315048
5423,Jul-24,8921,0,19315048
5424,Oct-30,9922,0,19315048
5425,Jun-26,4909,0,19315048
5426,Jul-24,8218,0,19315048
5427,Mar-27,2852,0,19315048
5428,Mar-27,2923,0,19315048
5429,May-30,5239,0,19315048
5430,Apr-25,4234,0,19315048
5431,Jan-30,5788,1,19315048
5432,Aug-28,1561,0,19315048
5433,Sep-26,5326,0,19315048
5434,Jun-26,8218,0,19315048
5435,Apr-25,4362,0,19315048
5436,Jan-30,9953,0,19315048
5437,Sep-26,4126,0,19315048
5438,Feb-27,5951,0,19315048
5439,Jul-24,5742,0,19315048
5440,May-30,6200,1,19315048
5441,Jan-30,2105,0,19315048
5442,Oct-30,3792,0,19315048
5443,Jun-26,4150,0,19315048
5444,Jul-24,4234,0,19315048
5445,Feb-27,8407,0,19315048
5446,Feb-27,7387,0,19315048
5447,Mar-27,3755,0,19315048
5448,Mar-27,3755,1,19475507
5449,Sep-26,4234,0,19475507
5450,Mar-27,2852,0,19475507
5451,Sep-26,4126,0,19475507
5452,Apr-25,8410,0,19475507
5453,May-30,5239,0,19475507
5454,Mar-27,8809,1,19475507
5455,Sep-26,8952,0,19475507
5456,Feb-27,9237,0,19475507
5457,Jul-24,4380,0,19475507
5458,Mar-27,2631,0,19475507
5459,Feb-27,5843,0,19475507
5460,Sep-26,8987,0,19475507
5461,Sep-26,4308,0,19475507
5462,May-30,3246,0,19475507
5463,Jun-26,8952,0,19475507
5464,Oct-30,9922,0,19475507
5465,Jun-26,4909,0,19475507
5466,Aug-28,5925,0,19475507
5467,Sep-26,5326,0,19475507
5468,Jan-30,2105,0,19475507
5469,Aug-28,8952,0,19475507
5470,Oct-30,7453,1,19475507
5471,Feb-27,8407,0,19475507
5472,Oct-30,9893,0,19475507
5473,Apr-25,8485,0,19475507
5474,May-30,8410,0,19475507
5475,Jan-30,9953,0,19475507
5476,Sep-26,9893,0,19475507
5477,Apr-25,5357,0,19475507
5478,May-30,6200,0,19475507
5479,Aug-28,8921,0,19475507
5480,Jun-26,4326,0,19475507
5481,Oct-30,3792,0,19475507
5482,Jul-24,8952,0,19475507
5483,Oct-30,2272,0,19475507
5484,Oct-30,2050,0,19475507
5485,Feb-27,5951,0,19475507
5486,Jan-30,1226,1,19475507
5487,Jan-30,9469,1,19475507
5488,Jun-26,6200,0,19475507
5489,Jul-24,4234,0,19475507
5490,May-30,1320,0,19475507
5491,Mar-27,4434,0,19475507
5492,May-30,9893,0,19475507
5493,Aug-28,6379,0,19475507
5494,Aug-28,8987,0,19475507
5495,Jul-24,8218,0,19475507
5496,Sep-26,2601,0,19475507
5497,Feb-27,2923,0,19475507
5498,Jun-26,5742,0,19475507
5499,Feb-27,5259,1,19475507
5500,Oct-30,2601,1,19475507
5501,Jun-26,4245,0,19475507
5502,Jun-26,4234,0,19475507
5503,Mar-27,2923,0,19475507
5504,Apr-25,8952,0,19475507
5505,Mar-27,3755,1,19475507
5506,Jul-24,4234,0,19537750
5507,Sep-26,5326,0,19537750
5508,Jan-30,4458,0,19537750
5509,Oct-30,8952,0,19537750
5510,Jun-26,4245,0,19537750
5511,Sep-26,4234,0,19537750
5512,Feb-27,5843,0,19537750
5513,Sep-26,9893,0,19537750
5514,May-30,5239,0,19537750
5515,Sep-26,4308,0,19537750
5516,Jan-30,9897,0,19537750
5517,Jul-24,9800,0,19537750
5518,Jun-26,8218,1,19537750
5519,Mar-27,2631,0,19537750
5520,May-30,4234,0,19537750
5521,Jan-30,9469,0,19537750
5522,Oct-30,2050,0,19537750
5523,Sep-26,4126,0,19537750
5524,Apr-25,8410,1,19537750
5525,Feb-27,8407,0,19537750
5526,May-30,9893,0,19537750
5527,Aug-28,1561,0,19537750
5528,Oct-30,9893,0,19537750
5529,Apr-25,1073,0,19537750
5530,Jan-30,5788,0,19537750
5531,Mar-27,3755,0,19537750
5532,Jan-30,2105,0,19537750
5533,Apr-25,4234,0,19537750
5534,May-30,1320,0,19537750
5535,Jan-30,1226,0,19537750
5536,Sep-26,8952,0,19537750
5537,Mar-27,8952,0,19537750
5538,Feb-27,6184,1,19537750
5539,Feb-27,9237,0,19537750
5540,Apr-25,8485,1,19537750
5541,Apr-25,5357,0,19537750
5542,Aug-28,9492,0,19537750
5543,Jun-26,4326,0,19537750
5544,Oct-30,9922,0,19537750
5545,May-30,4909,0,19537750
5546,Feb-27,7697,0,19537750
5547,May-30,8410,0,19537750
5548,Jul-24,5742,0,19537750
5549,Aug-28,8952,0,19537750
5550,May-30,8952,0,19537750
5551,Jun-26,4234,0,19537750
5552,Jun-26,5742,1,19537750
5553,Oct-30,3792,0,19537750
5554,Sep-26,2601,1,19537750
5555,Sep-26,1561,0,19537750
5556,Apr-25,8952,0,19537750
5557,May-30,3246,0,19537750
5558,Aug-28,8987,1,19537750
5559,Feb-27,2247,0,19537750
5560,Mar-27,2923,0,19537750
5561,Mar-27,2852,0,19537750
5562,Aug-28,4234,0,19537750
5563,Oct-30,9922,1,19579005
5564,Jun-26,8218,0,19579005
5565,Apr-25,8485,1,19579005
5566,Jan-30,9897,0,19579005
5567,May-30,8410,1,19579005
5568,Apr-25,1073,1,19579005
5569,Feb-27,2923,0,19579005
5570,Feb-27,2247,0,19579005
5571,Aug-28,5925,1,19579005
5572,Mar-27,8809,0,19579005
5573,Jan-30,5788,0,19579005
5574,Aug-28,9893,0,19579005
5575,Apr-25,5172,0,19579005
5576,Oct-30,2272,0,19579005
5577,Sep-26,2601,0,19579005
5578,Jul-24,8921,0,19579005
5579,Aug-28,8921,0,19579005
5580,Apr-25,5357,0,19579005
5581,Jun-26,5742,0,19579005
5582,Aug-28,8952,0,19579005
5583,Sep-26,1561,0,19579005
5584,Mar-27,2852,0,19579005
5585,Sep-26,4308,0,19579005
5586,Mar-27,2631,0,19579005
5587,Apr-25,1226,0,19579005
5588,Jan-30,4275,0,19579005
5589,Jul-24,9800,1,19579005
5590,Jul-24,4909,0,19579005
5591,Mar-27,4434,0,19579005
5592,Apr-25,4362,0,19579005
5593,Mar-27,3755,0,19579005
5594,Apr-25,4234,0,19579005
5595,Oct-30,4234,0,19579005
5596,Jun-26,4326,0,19579005
5597,Jul-24,6200,0,19579005
5598,Sep-26,4807,0,19579005
5599,Jan-30,9953,0,19579005
5600,Feb-27,9237,0,19579005
5601,Jul-24,6379,1,19579005
5602,Jan-30,7197,0,19579005
5603,Oct-30,9893,0,19579005
5604,Jun-26,5430,1,19579005
5605,Jul-24,4380,0,19579005
5606,Jun-26,4150,0,19579005
5607,Jul-24,5742,0,19579005
5608,Jan-30,1226,0,19579005
5609,Apr-25,8410,1,19579005
5610,Aug-28,8987,1,19579005
5611,May-30,5742,0,19579005
5612,Apr-25,2229,1,19579005
5613,Jun-26,4245,1,19579005
5614,May-30,5239,0,19579005
5615,May-30,4909,0,19579005
5616,Oct-30,2601,0,19579005
5617,Oct-30,7453,0,19579005
5618,Jun-26,5430,0,19695842
5619,Aug-28,6379,0,19695842
5620,Jun-26,5742,0,19695842
5621,Jun-26,6200,1,19695842
5622,Mar-27,2631,0,19695842
5623,Sep-26,8952,0,19695842
5624,Apr-25,8952,1,19695842
5625,Jan-30,4458,1,19695842
5626,May-30,1320,0,19695842
5627,Oct-30,8987,0,19695842
5628,Jul-24,8218,0,19695842
5629,Jan-30,7197,0,19695842
5630,Aug-28,9492,0,19695842
5631,Sep-26,2601,0,19695842
5632,Feb-27,7387,0,19695842
5633,Mar-27,4434,1,19695842
5634,May-30,8410,0,19695842
5635,May-30,5742,0,19695842
5636,Feb-27,2247,0,19695842
5637,Oct-30,7453,0,19695842
5638,Aug-28,4234,0,19695842
5639,Mar-27,2923,0,19695842
5640,Aug-28,9893,0,19695842
5641,May-30,5239,1,19695842
5642,Sep-26,4126,0,19695842
5643,Mar-27,3755,0,19695842
5644,Oct-30,3792,0,19695842
5645,Apr-25,8485,0,19695842
5646,Jul-24,8921,0,19695842
5647,May-30,4909,0,19695842
5648,Jun-26,4909,0,19695842
5649,Feb-27,8407,1,19695842
5650,Oct-30,2601,0,19695842
5651,Feb-27,7697,0,19695842
5652,Mar-27,8952,0,19695842
5653,Feb-27,5843,1,19695842
5654,Aug-28,8921,0,19695842
5655,Apr-25,1226,1,19695842
5656,Jun-26,8218,0,19695842
5657,Jul-24,5742,0,19695842
5658,Sep-26,8987,0,19695842
5659,Aug-28,1561,0,19695842
5660,Feb-27,5259,0,19695842
5661,Apr-25,1073,0,19695842
5662,Jan-30,9469,0,19695842
5663,Jun-26,4245,0,19695842
5664,May-30,9893,0,19695842
5665,Jun-26,4326,1,19695842
5666,Mar-27,5919,0,19695842
5667,Apr-25,8410,0,19695842
5668,Apr-25,5172,0,19695842
5669,Sep-26,4234,0,19695842
5670,Sep-26,5326,0,19695842
5671,Mar-27,8809,0,19695842
5672,Oct-30,2272,0,19695842
5673,Jan-30,5473,0,19695842
5674,Jan-30,9897,1,19695842
5675,Sep-26,4126,0,20124918
5676,Mar-27,8962,0,20124918
5677,Aug-28,8952,0,20124918
5678,Feb-27,5843,0,20124918
5679,Aug-28,8921,0,20124918
5680,May-30,1320,0,20124918
5681,Mar-27,5919,0,20124918
5682,May-30,3246,0,20124918
5683,Jul-24,6200,0,20124918
5684,Jul-24,8952,0,20124918
5685,Jun-26,5430,0,20124918
5686,Jul-24,4234,0,20124918
5687,Jul-24,9800,1,20124918
5688,Jan-30,4275,0,20124918
5689,Aug-28,9893,0,20124918
5690,Sep-26,4308,0,20124918
5691,Mar-27,2923,0,20124918
5692,May-30,4909,0,20124918
5693,Jun-26,8952,0,20124918
5694,Oct-30,9893,0,20124918
5695,Oct-30,2272,1,20124918
5696,Oct-30,2601,0,20124918
5697,Apr-25,5357,0,20124918
5698,Apr-25,2229,0,20124918
5699,Feb-27,5951,0,20124918
5700,Oct-30,3792,0,20124918
5701,May-30,8410,0,20124918
5702,May-30,8952,0,20124918
5703,Sep-26,4807,0,20124918
5704,Mar-27,3755,1,20124918
5705,Jun-26,4245,0,20124918
5706,Sep-26,5326,0,20124918
5707,Aug-28,4234,0,20124918
5708,Oct-30,8952,0,20124918
5709,Jan-30,9953,0,20124918
5710,Aug-28,5925,0,20124918
5711,Jan-30,5473,0,20124918
5712,Jan-30,5788,0,20124918
5713,Jul-24,8218,0,20124918
5714,Jun-26,6200,0,20124918
5715,Feb-27,8407,0,20124918
5716,May-30,6200,0,20124918
5717,Apr-25,1226,0,20124918
5718,Jun-26,4150,0,20124918
5719,Jul-24,4909,0,20124918
5720,Apr-25,8410,0,20124918
5721,May-30,5239,0,20124918
5722,Mar-27,3755,1,20124918
5723,Jan-30,7197,1,20124918
5724,May-30,9893,0,20124918
5725,Feb-27,6184,1,20124918
5726,Mar-27,2852,1,20124918
5727,May-30,4234,0,20124918
5728,Jun-26,4326,0,20124918
5729,Mar-27,2631,0,20124918
5730,Jun-26,8218,0,20124918
5731,Jun-26,4909,0,20124918
5732,Mar-27,2923,0,20162520
5733,Apr-25,8485,0,20162520
5734,Jul-24,8952,0,20162520
5735,Jun-26,8952,0,20162520
5736,Jun-26,4150,0,20162520
5737,Sep-26,2601,0,20162520
5738,Sep-26,8987,0,20162520
5739,Feb-27,7387,0,20162520
5740,Sep-26,9893,1,20162520
5741,Jan-30,9897,1,20162520
5742,May-30,8952,0,20162520
5743,Feb-27,5951,0,20162520
5744,Jan-30,7197,0,20162520
5745,Oct-30,7453,0,20162520
5746,Mar-27,8962,1,20162520
5747,May-30,3246,0,20162520
5748,Mar-27,8952,0,20162520
5749,Oct-30,2601,0,20162520
5750,Apr-25,4362,0,20162520
5751,Aug-28,8987,1,20162520
5752,Aug-28,9492,1,20162520
5753,Oct-30,8987,0,20162520
5754,Sep-26,1561,1,20162520
5755,Jun-26,5742,0,20162520
5756,Sep-26,4126,0,20162520
5757,Sep-26,4807,0,20162520
5758,Jun-26,6200,0,20162520
5759,Mar-27,8809,0,20162520
5760,Mar-27,3755,0,20162520
5761,Oct-30,2050,0,20162520
5762,Aug-28,5925,0,20162520
5763,Feb-27,5259,0,20162520
5764,Oct-30,2272,0,20162520
5765,Aug-28,1561,0,20162520
5766,Jul-24,8921,0,20162520
5767,Jul-24,5742,0,20162520
5768,Aug-28,4234,0,20162520
5769,Feb-27,5843,0,20162520
5770,Jan-30,5788,0,20162520
5771,Jun-26,4326,1,20162520
5772,Sep-26,4308,0,20162520
5773,Feb-27,2923,0,20162520
5774,Jun-26,4234,0,20162520
5775,Mar-27,3755,0,20162520
5776,May-30,6200,0,20162520
5777,Feb-27,9237,0,20162520
5778,Apr-25,2229,0,20162520
5779,Apr-25,5357,0,20162520
5780,Feb-27,7697,0,20162520
5781,Jun-26,4909,0,20162520
5782,Oct-30,4234,0,20162520
5783,Aug-28,8952,0,20162520
5784,May-30,1320,0,20162520
5785,Mar-27,2852,0,20162520
5786,Jan-30,4275,0,20162520
5787,Feb-27,2247,0,20162520
5788,Oct-30,3792,0,20162520
5789,Sep-26,5326,1,20162520
5790,Apr-25,5172,0,20162520
5791,Jul-24,9800,1,20887953
5792,Apr-25,1226,0,20887953
5793,Apr-25,5172,1,20887953
5794,Jun-26,6200,0,20887953
5795,Oct-30,2272,0,20887953
